ID	Assessment	Class	IUCN_Group_Number	IUCN_Group	IUCN_Subgroup_Number	IUCN_Subgroup	Scope	Severity	Irreversibility	Past_criticality	Current_criticality	Trend_of_change	Future_criticality	Systemic_activity_(level_of_activity)	Systemic_activity_(no._of_influenced_elements)	Systemic_Activity	Strategic_relevance_(value)	Strategic_relevance_(Rank)	Manageability	Knowledge	Rank	Participant_Knowledge_Avg	Participant_Knowledge_Med	Participant_Knowledge_AvgxHDI	Participant_Knowledge_MedxHDI	Year
155	CR-CAH	Factor	7	Natural_resource-use_related_factors	NA	NA	2	4	2	4	3	4	2	3	2	3	12	3	2	2	3	2.00	2	1.55	1.55	2011
156	CR-CAH	Factor	9	Socio-economic_factors	NA	NA	2	2	1	2	2	2	4	4	3	4	12	3	2	2	3	2.00	2	1.55	1.55	2011
157	CR-CAH	Factor	5	Institutional_factors	NA	NA	4	4	3	4	4	3	1	4	3	4	12	3	1	1	3	2.00	2	1.55	1.55	2011
158	CR-CAH	Factor	7	Natural_resource-use_related_factors	NA	NA	3	4	4	3	4	3	3	2	2	2	12	3	2	1	3	2.00	2	1.55	1.55	2011
159	CR-CAH	Factor	9	Socio-economic_factors	NA	NA	3	3	3	3	3	3	4	3	3	3	13	3	3	3	2	2.00	2	1.55	1.55	2011
160	CR-CAH	Factor	7	Natural_resource-use_related_factors	NA	NA	4	3	4	4	4	4	3	3	2	3	14	4	3	3	1	2.00	2	1.55	1.55	2011
161	CR-CAH	Factor	7	Natural_resource-use_related_factors	NA	NA	3	4	3	4	4	4	3	3	2	3	14	4	2	2	1	2.00	2	1.55	1.55	2011
162	CR-CAH	Factor	7	Natural_resource-use_related_factors	NA	NA	2	4	4	4	4	4	3	3	2	3	14	4	3	2	1	2.00	2	1.55	1.55	2011
163	CR-CAH	Factor	6	Natural_factors	NA	NA	4	4	4	2	4	2	4	4	4	4	14	4	4	1	1	2.00	2	1.55	1.55	2011
164	CR-CAH	Factor	6	Natural_factors	NA	NA	4	4	4	2	4	2	4	4	4	4	14	4	4	1	1	2.00	2	1.55	1.55	2011
165	GT-LAC	Stress	7	Information	7.2	Changed_interspecific_diversity/species_richness	3	4	3	2	4	3	4	NA	NA	NA	11	4	3	1	1	2.13	2	1.37	1.28	2011
166	GT-LAC	Stress	8	Network	8.3	Changed_structure_and_composition_of_communities	3	4	4	3	4	3	4	NA	NA	NA	11	4	3	1	1	2.13	2	1.37	1.28	2011
167	GT-LAC	Stress	8	Network	8.1	Changed_distribution_and_connectivity_of_ecosystems	3	4	4	2	4	3	4	NA	NA	NA	11	4	3	1	1	2.13	2	1.37	1.28	2011
168	GT-LAC	Stress	4	Lithosphere	4.1	Changed_physical_soil_parameters	3	3	4	2	4	3	4	NA	NA	NA	11	3	3	1	1	2.13	2	1.37	1.28	2011
169	GT-LAC	Stress	4	Lithosphere	4.1	Changed_physical_soil_parameters	3	3	3	2	3	3	4	NA	NA	NA	10	3	3	1	2	2.13	2	1.37	1.28	2011
170	GT-LAC	Stress	6	Biomass	6.3	Changed_below_ground_biomass	3	4	4	2	4	3	4	NA	NA	NA	11	4	2	1	1	2.13	2	1.37	1.28	2011
171	GT-LAC	Stress	4	Lithosphere	4.2	Changed_chemical_soil_parameters	3	4	4	2	4	3	4	NA	NA	NA	11	4	3	1	1	2.13	2	1.37	1.28	2011
172	GT-LAC	Threat	7	Natural_system_modifications	7.1	Fire_and_fire_suppression	3	4	4	2	4	3	4	NA	NA	3	14	4	4	1	1	2.13	2	1.37	1.28	2011
173	GT-LAC	Threat	5	Biological_resource_use	5.3	Logging_and_wood_harvesting	3	4	4	2	4	3	4	NA	NA	3	14	4	3	1	1	2.13	2	1.37	1.28	2011
174	GT-LAC	Threat	5	Biological_resource_use	5.1	Hunting_and_collecting_terrestrial_animals	2	3	4	2	4	3	4	NA	NA	3	14	4	3	1	1	2.13	2	1.37	1.28	2011
175	GT-LAC	Threat	11	Climate_change_and_severe_weather	11.2	Droughts	4	4	3	2	4	3	4	NA	NA	3	14	4	4	2	1	2.13	2	1.37	1.28	2011
176	GT-LAC	Threat	7	Natural_system_modifications	7.1	Fire_and_fire_suppression	2	4	3	2	3	3	4	NA	NA	3	13	3	3	1	2	2.13	2	1.37	1.28	2011
177	GT-LAC	Threat	8	Invasive_and_other_problematic_species_and_genes	8.1	Invasive_non-native/alien_species	2	3	3	1	3	3	4	NA	NA	3	13	3	3	3	2	2.13	2	1.37	1.28	2011
178	GT-LAC	Threat	11	Climate_change_and_severe_weather	11.4	Storms_and_flooding	4	3	4	4	4	3	3	NA	NA	3	13	3	4	2	2	2.13	2	1.37	1.28	2011
179	GT-LAC	Threat	1	Residential_and_commercial_development	1.1	Housing_and_urban_areas	2	3	3	2	3	2	4	NA	NA	3	12	3	2	1	3	2.13	2	1.37	1.28	2011
180	GT-LAC	Threat	5	Biological_resource_use	5.2	Gathering_terrestrial_plants	2	3	3	2	3	2	4	NA	NA	3	12	3	2	2	3	2.13	2	1.37	1.28	2011
181	GT-LAC	Threat	5	Biological_resource_use	5.3	Logging_and_wood_harvesting	2	3	3	2	3	2	4	NA	NA	3	12	3	2	2	3	2.13	2	1.37	1.28	2011
182	GT-LAC	Threat	11	Climate_change_and_severe_weather	11.4	Storms_and_flooding	2	2	3	2	3	3	3	NA	NA	3	12	3	4	2	3	2.13	2	1.37	1.28	2011
183	GT-LAC	Threat	9	Pollution	9.3	Agricultural_and_forestry_effluents	3	4	4	2	4	3	4	1	1	1	12	3	3	1	NA	2.13	2	1.37	1.28	2011
184	GT-LAC	Threat	9	Pollution	9.3	Agricultural_and_forestry_effluents	2	4	3	2	3	3	4	NA	NA	1	11	3	3	1	4	2.13	2	1.37	1.28	2011
185	GT-LAC	Threat	11	Climate_change_and_severe_weather	11.4	Storms_and_flooding	2	4	3	2	3	3	4	NA	NA	1	11	3	4	3	4	2.13	2	1.37	1.28	2011
186	GT-LAC	Factor	8	Socio-cultural_factors	NA	NA	3	4	4	3	4	3	2	NA	NA	1	10	2	3	1	6	2.13	2	1.37	1.28	2011
187	GT-LAC	Factor	9	Socio-economic_factors	NA	NA	3	4	4	2	4	2	3	NA	NA	1	10	2	3	1	6	2.13	2	1.37	1.28	2011
188	GT-LAC	Factor	2	Governance-related_factors	NA	NA	4	3	2	4	3	3	2	NA	NA	1	9	2	4	1	7	2.13	2	1.37	1.28	2011
189	GT-LAC	Factor	6	Natural_factors	NA	NA	3	3	4	1	4	2	3	NA	NA	1	10	2	4	1	6	2.13	2	1.37	1.28	2011
190	GT-LAC	Factor	2	Governance-related_factors	NA	NA	2	3	4	2	4	3	2	NA	NA	1	10	2	4	2	6	2.13	2	1.37	1.28	2011
191	GT-LAC	Factor	8	Socio-cultural_factors	NA	NA	3	3	3	3	3	1	2	NA	NA	1	7	1	1	1	9	2.13	2	1.37	1.28	2011
192	GT-LAC	Factor	8	Socio-cultural_factors	NA	NA	3	4	2	3	3	2	2	NA	NA	3	10	2	4	2	6	2.13	2	1.37	1.28	2011
193	GT-LAC	Factor	9	Socio-economic_factors	NA	NA	3	4	2	3	3	2	2	NA	NA	3	10	2	4	2	6	2.13	2	1.37	1.28	2011
194	GT-LAC	Factor	2	Governance-related_factors	NA	NA	2	3	2	2	3	3	2	NA	NA	1	9	2	2	1	7	2.13	2	1.37	1.28	2011
195	GT-LAC	Factor	8	Socio-cultural_factors	NA	NA	3	3	2	4	3	3	2	NA	NA	1	9	2	1	1	7	2.13	2	1.37	1.28	2011
196	GT-LAC	Factor	8	Socio-cultural_factors	NA	NA	3	3	2	3	2	3	2	NA	NA	1	8	2	3	2	8	2.13	2	1.37	1.28	2011
197	GT-LAC	Factor	9	Socio-economic_factors	NA	NA	3	3	2	4	3	3	3	NA	NA	1	10	2	3	1	6	2.13	2	1.37	1.28	2011
198	GT-LAC	Factor	5	Institutional_factors	NA	NA	4	4	3	4	4	4	3	NA	NA	2	13	3	3	3	3	2.13	2	1.37	1.28	2011
199	GT-LAC	Factor	5	Institutional_factors	NA	NA	3	3	2	4	3	4	3	NA	NA	2	12	3	1	3	4	2.13	2	1.37	1.28	2011
200	GT-LAC	Factor	5	Institutional_factors	NA	NA	4	3	2	3	3	3	2	NA	NA	1	9	2	1	3	7	2.13	2	1.37	1.28	2011
201	GT-LAC	Factor	5	Institutional_factors	NA	NA	3	3	2	3	3	3	2	NA	NA	1	9	2	1	3	7	2.13	2	1.37	1.28	2011
202	GT-LAC	Factor	5	Institutional_factors	NA	NA	4	4	1	2	3	3	3	NA	NA	1	10	2	1	3	6	2.13	2	1.37	1.28	2011
203	GT-LAC	Factor	5	Institutional_factors	NA	NA	3	3	2	2	3	3	3	NA	NA	1	10	2	3	3	6	2.13	2	1.37	1.28	2011
204	GT-LAC	Factor	10	Spatial_factors	NA	NA	2	2	3	1	3	3	3	NA	NA	1	10	2	1	3	6	2.13	2	1.37	1.28	2011
205	GT-LAC	Factor	8	Socio-cultural_factors	NA	NA	3	3	2	4	3	3	2	NA	NA	1	9	2	2	2	7	2.13	2	1.37	1.28	2011
206	GT-LAC	Factor	9	Socio-economic_factors	NA	NA	4	3	2	4	3	3	3	NA	NA	1	10	2	3	2	6	2.13	2	1.37	1.28	2011
207	GT-LAC	Factor	9	Socio-economic_factors	NA	NA	3	3	2	2	3	3	2	NA	NA	1	9	2	3	3	7	2.13	2	1.37	1.28	2011
208	GT-LAC	Factor	1	Demographic_factors	NA	NA	3	4	3	1	4	2	4	NA	NA	3	13	3	4	3	3	2.13	2	1.37	1.28	2011
209	GT-LAC	Factor	1	Demographic_factors	NA	NA	3	4	3	1	4	2	2	NA	NA	1	9	2	4	2	7	2.13	2	1.37	1.28	2011
210	GT-LAC	Factor	2	Governance-related_factors	NA	NA	3	4	3	NA	4	NA	NA	NA	NA	1	5	1	4	3	10	2.13	2	1.37	1.28	2011
211	GT-LAC	Factor	2	Governance-related_factors	NA	NA	2	3	1	3	2	2	3	NA	NA	1	8	2	1	3	8	2.13	2	1.37	1.28	2011
212	GT-LAC	Factor	2	Governance-related_factors	NA	NA	2	3	3	3	3	3	4	NA	NA	1	11	3	3	2	5	2.13	2	1.37	1.28	2011
213	GT-LAC	Factor	2	Governance-related_factors	NA	NA	2	3	3	1	3	3	4	NA	NA	1	11	3	4	3	5	2.13	2	1.37	1.28	2011
214	GT-LAC	Factor	5	Institutional_factors	NA	NA	3	3	2	2	3	3	3	NA	NA	1	10	2	3	1	6	2.13	2	1.37	1.28	2011
215	GT-LAC	Factor	5	Institutional_factors	NA	NA	2	3	2	2	3	3	2	NA	NA	1	9	2	3	1	7	2.13	2	1.37	1.28	2011
216	GT-LAC	Factor	5	Institutional_factors	NA	NA	4	4	3	3	4	3	2	NA	NA	1	10	2	1	3	6	2.13	2	1.37	1.28	2011
217	GT-LAC	Factor	8	Socio-cultural_factors	NA	NA	2	4	3	3	3	3	2	NA	NA	1	9	2	2	1	7	2.13	2	1.37	1.28	2011
218	GT-LAC	Factor	9	Socio-economic_factors	NA	NA	2	3	2	2	3	3	3	NA	NA	1	10	2	2	2	6	2.13	2	1.37	1.28	2011
219	GT-LAC	Factor	8	Socio-cultural_factors	NA	NA	1	2	2	3	2	2	2	NA	NA	1	7	1	3	1	9	2.13	2	1.37	1.28	2011
220	GT-LAC	Factor	1	Demographic_factors	NA	NA	4	4	2	3	3	2	3	NA	NA	1	9	2	3	2	7	2.13	2	1.37	1.28	2011
221	GT-LAC	Factor	1	Demographic_factors	NA	NA	3	3	4	2	4	3	3	NA	NA	1	11	3	3	1	5	2.13	2	1.37	1.28	2011
222	GT-LAC	Factor	2	Governance-related_factors	NA	NA	2	3	2	2	3	3	3	NA	NA	1	10	2	3	3	6	2.13	2	1.37	1.28	2011
223	GT-LAC	Factor	2	Governance-related_factors	NA	NA	2	2	2	2	2	3	3	NA	NA	1	9	2	3	3	7	2.13	2	1.37	1.28	2011
224	GT-LAC	Factor	2	Governance-related_factors	NA	NA	4	3	3	2	4	2	2	NA	NA	3	11	3	3	2	5	2.13	2	1.37	1.28	2011
225	GT-LAC	Factor	2	Governance-related_factors	NA	NA	2	3	2	3	3	3	2	NA	NA	3	11	3	3	1	5	2.13	2	1.37	1.28	2011
226	GT-LAC	Factor	2	Governance-related_factors	NA	NA	2	3	2	3	3	3	2	NA	NA	1	9	2	3	1	7	2.13	2	1.37	1.28	2011
227	GT-LAC	Factor	9	Socio-economic_factors	NA	NA	3	4	3	1	4	3	3	NA	NA	1	11	3	3	2	5	2.13	2	1.37	1.28	2011
228	GT-LAC	Factor	9	Socio-economic_factors	NA	NA	3	4	3	2	4	3	4	NA	NA	3	14	4	3	2	2	2.13	2	1.37	1.28	2011
229	GT-LAC	Factor	9	Socio-economic_factors	NA	NA	3	4	3	2	4	3	4	NA	NA	3	14	4	1	2	2	2.13	2	1.37	1.28	2011
230	GT-LAC	Factor	7	Natural_resource-use_related_factors	NA	NA	3	3	3	2	3	3	4	NA	NA	3	13	3	4	3	3	2.13	2	1.37	1.28	2011
231	GT-LAC	Factor	6	Natural_factors	NA	NA	3	4	4	3	4	2	2	NA	NA	1	9	2	4	1	7	2.13	2	1.37	1.28	2011
232	GT-LAC	Factor	6	Natural_factors	NA	NA	3	4	4	3	4	4	4	NA	NA	3	15	4	4	3	1	2.13	2	1.37	1.28	2011
233	GT-LAC	Factor	8	Socio-cultural_factors	NA	NA	3	4	3	NA	4	NA	NA	NA	NA	1	5	1	4	3	10	2.13	2	1.37	1.28	2011
234	GT-LAC	Factor	8	Socio-cultural_factors	NA	NA	3	4	3	NA	4	NA	NA	NA	NA	1	5	1	4	3	10	2.13	2	1.37	1.28	2011
235	GT-LAC	Factor	2	Governance-related_factors	NA	NA	3	3	2	1	3	3	1	NA	NA	3	10	2	4	1	6	2.13	2	1.37	1.28	2011
236	GT-LAC	Factor	2	Governance-related_factors	NA	NA	4	4	3	2	4	3	3	NA	NA	3	13	3	4	1	3	2.13	2	1.37	1.28	2011
237	GT-LAC	Factor	2	Governance-related_factors	NA	NA	2	3	3	2	3	3	3	NA	NA	1	10	2	3	3	6	2.13	2	1.37	1.28	2011
238	GT-LAC	Factor	7	Natural_resource-use_related_factors	NA	NA	4	3	4	2	4	3	4	NA	NA	3	14	4	4	3	2	2.13	2	1.37	1.28	2011
239	GT-LAC	Factor	7	Natural_resource-use_related_factors	NA	NA	3	4	3	NA	4	NA	NA	NA	NA	1	5	1	4	3	10	2.13	2	1.37	1.28	2011
240	GT-LAC	Factor	7	Natural_resource-use_related_factors	NA	NA	4	4	4	1	4	3	3	NA	NA	3	13	3	3	1	3	2.13	2	1.37	1.28	2011
241	GT-LAC	Factor	7	Natural_resource-use_related_factors	NA	NA	3	4	3	3	4	3	4	NA	NA	3	14	4	3	1	2	2.13	2	1.37	1.28	2011
242	GT-LAC	Factor	7	Natural_resource-use_related_factors	NA	NA	3	4	3	2	4	3	4	NA	NA	3	14	4	3	1	2	2.13	2	1.37	1.28	2011
243	GT-LAC	Factor	7	Natural_resource-use_related_factors	NA	NA	3	3	3	3	3	3	4	NA	NA	1	11	3	3	2	5	2.13	2	1.37	1.28	2011
244	GT-LAC	Factor	7	Natural_resource-use_related_factors	NA	NA	3	4	3	3	4	3	4	NA	NA	1	12	3	3	2	4	2.13	2	1.37	1.28	2011
245	GT-LAC	Factor	8	Socio-cultural_factors	NA	NA	2	3	2	2	3	3	3	NA	NA	3	12	3	3	3	4	2.13	2	1.37	1.28	2011
246	GT-LAC	Factor	8	Socio-cultural_factors	NA	NA	2	2	3	2	3	3	4	NA	NA	3	13	3	3	1	3	2.13	2	1.37	1.28	2011
247	GT-LAC	Factor	2	Governance-related_factors	NA	NA	3	2	2	2	3	3	4	NA	NA	1	11	3	4	1	5	2.13	2	1.37	1.28	2011
248	PE-RCS	Stress	7	Information	7.2	Changed_interspecific_diversity/species_richness	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16	2	1.60	1.48	2011
249	PE-RCS	Stress	8	Network	8.3	Changed_structure_and_composition_of_communities	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16	2	1.60	1.48	2011
250	PE-RCS	Stress	3	Hydrosphere	3.2	Changed_hydrologic_regimes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16	2	1.60	1.48	2011
251	PE-RCS	Stress	9	Species_specific_key_attributes	9.2	Changed_viable_population_size,_structure_and_natural_population_dynamics	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16	2	1.60	1.48	2011
252	PE-RCS	Stress	4	Lithosphere	4.1	Changed_physical_soil_parameters	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16	2	1.60	1.48	2011
253	PE-RCS	Stress	7	Information	7.2	Changed_interspecific_diversity/species_richness	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16	2	1.60	1.48	2011
254	PE-RCS	Stress	6	Biomass	6.5	Changed_extent_of_ecosystems	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16	2	1.60	1.48	2011
255	PE-RCS	Stress	8	Network	8.4	Changed_synecological_interactions_and_interdependencies	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16	2	1.60	1.48	2011
256	PE-RCS	Stress	3	Hydrosphere	3.2	Changed_hydrologic_regimes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16	2	1.60	1.48	2011
257	PE-RCS	Stress	9	Species_specific_key_attributes	9.2	Changed_viable_population_size,_structure_and_natural_population_dynamics	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16	2	1.60	1.48	2011
258	PE-RCS	Stress	8	Network	8.4	Changed_synecological_interactions_and_interdependencies	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16	2	1.60	1.48	2011
259	PE-RCS	Stress	2	Atmosphere	2.3	Changed_weather_and_local_climate_conditions	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16	2	1.60	1.48	2011
260	PE-RCS	Stress	11	Resilience_and_resistance	11.1	Changed_recovery	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16	2	1.60	1.48	2011
261	PE-RCS	Stress	7	Information	7.2	Changed_interspecific_diversity/species_richness	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16	2	1.60	1.48	2011
262	PE-RCS	Stress	7	Information	7.2	Changed_interspecific_diversity/species_richness	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16	2	1.60	1.48	2011
263	PE-RCS	Stress	3	Hydrosphere	3.1	Changed_water_characteristics	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16	2	1.60	1.48	2011
264	PE-RCS	Stress	8	Network	8.4	Changed_synecological_interactions_and_interdependencies	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16	2	1.60	1.48	2011
265	PE-RCS	Stress	8	Network	8.3	Changed_structure_and_composition_of_communities	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16	2	1.60	1.48	2011
266	PE-RCS	Stress	4	Lithosphere	4.2	Changed_chemical_soil_parameters	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16	2	1.60	1.48	2011
267	PE-RCS	Stress	9	Species_specific_key_attributes	9.2	Changed_viable_population_size,_structure_and_natural_population_dynamics	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16	2	1.60	1.48	2011
268	PE-RCS	Stress	9	Species_specific_key_attributes	9.2	Changed_viable_population_size,_structure_and_natural_population_dynamics	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16	2	1.60	1.48	2011
269	PE-RCS	Threat	11	Climate_change_and_severe_weather	11.4	Storms_and_flooding	4	2	4	1	4	3	4	4	4	4	15	4	4	2	1	2.16	2	1.60	1.48	2011
270	PE-RCS	Threat	11	Climate_change_and_severe_weather	11.3	Temperature_extremes	NA	NA	NA	1	4	3	4	3	3	3	14	4	4	3	2	2.16	2	1.60	1.48	2011
271	PE-RCS	Threat	11	Climate_change_and_severe_weather	11.2	Droughts	4	2	4	1	4	3	3	3	3	3	13	3	4	2	3	2.16	2	1.60	1.48	2011
272	PE-RCS	Threat	11	Climate_change_and_severe_weather	11.1	Habitat_shifting_and_alteration	4	2	4	1	4	3	3	1	4	3	13	3	2	2	3	2.16	2	1.60	1.48	2011
273	PE-RCS	Threat	11	Climate_change_and_severe_weather	11.1	Habitat_shifting_and_alteration	4	2	4	1	4	3	4	2	1	2	13	3	4	2	3	2.16	2	1.60	1.48	2011
274	PE-RCS	Threat	7	Natural_system_modifications	7.1	Fire_and_fire_suppression	1	3	2	NA	2	3	4	NA	NA	4	13	NA	2	2	3	2.16	2	1.60	1.48	2011
275	PE-RCS	Threat	7	Natural_system_modifications	7.1	Fire_and_fire_suppression	2	2	3	NA	3	3	3	NA	NA	4	13	NA	2	2	3	2.16	2	1.60	1.48	2011
276	PE-RCS	Threat	2	Agriculture_and_aquaculture	2.1	Annual_and_perennial_nontimber_crops	2	3	3	NA	3	3	4	NA	NA	3	13	NA	2	2	3	2.16	2	1.60	1.48	2011
277	PE-RCS	Threat	2	Agriculture_and_aquaculture	2.3	Livestock_farming_and_ranching	2	4	3	NA	3	3	4	NA	NA	3	13	NA	2	2	3	2.16	2	1.60	1.48	2011
278	PE-RCS	Threat	9	Pollution	9.3	Agricultural_and_forestry_effluents	NA	NA	NA	NA	3	3	3	NA	NA	2	11	NA	4	2	4	2.16	2	1.60	1.48	2011
279	PE-RCS	Threat	9	Pollution	9.4	Garbage_and_solid_waste	NA	NA	NA	NA	3	3	3	NA	NA	2	11	NA	4	2	4	2.16	2	1.60	1.48	2011
280	PE-RCS	Threat	5	Biological_resource_use	5.2	Gathering_terrestrial_plants	2	1	1	NA	2	3	3	NA	NA	3	11	NA	2	3	4	2.16	2	1.60	1.48	2011
281	PE-RCS	Threat	6	Human_intrusions_and_disturbance	6.3	Work_and_other_activities	NA	NA	NA	NA	2	3	3	NA	NA	2	10	NA	2	3	5	2.16	2	1.60	1.48	2011
282	PE-RCS	Threat	5	Biological_resource_use	5.1	Hunting_and_collecting_terrestrial_animals	3	2	3	NA	3	3	1	NA	NA	3	10	NA	2	2	5	2.16	2	1.60	1.48	2011
283	PE-RCS	Threat	5	Biological_resource_use	5.4	Fishing_and_harvesting_aquatic_resources	NA	NA	NA	NA	3	3	1	NA	NA	3	10	NA	2	2	5	2.16	2	1.60	1.48	2011
284	PE-RCS	Threat	11	Climate_change_and_severe_weather	11.1	Habitat_shifting_and_alteration	4	2	4	3	3	1	1	3	3	3	8	2	2	1	6	2.16	2	1.60	1.48	2011
285	PE-RCS	Threat	11	Climate_change_and_severe_weather	11.4	Storms_and_flooding	2	2	4	4	3	1	2	2	2	2	8	2	2	2	6	2.16	2	1.60	1.48	2011
286	PE-RCS	Threat	11	Climate_change_and_severe_weather	11.1	Habitat_shifting_and_alteration	NA	NA	NA	1	2	2	1	3	2	3	8	2	3	2	6	2.16	2	1.60	1.48	2011
287	PE-RCS	Threat	11	Climate_change_and_severe_weather	11.4	Storms_and_flooding	NA	NA	NA	1	1	2	3	1	2	2	8	2	NA	NA	6	2.16	2	1.60	1.48	2011
288	PE-RCS	Threat	11	Climate_change_and_severe_weather	11.4	Storms_and_flooding	NA	NA	NA	4	2	1	1	4	4	4	8	2	3	2	6	2.16	2	1.60	1.48	2011
289	PE-RCS	Threat	5	Biological_resource_use	5.3	Logging_and_wood_harvesting	NA	NA	NA	NA	4	1	1	NA	NA	2	8	NA	2	2	6	2.16	2	1.60	1.48	2011
290	PE-RCS	Threat	11	Climate_change_and_severe_weather	11.1	Habitat_shifting_and_alteration	NA	NA	NA	3	3	1	1	1	2	2	7	1	2	3	7	2.16	2	1.60	1.48	2011
291	PE-RCS	Threat	11	Climate_change_and_severe_weather	11.3	Temperature_extremes	NA	NA	NA	3	2	1	1	1	2	2	6	1	3	2	8	2.16	2	1.60	1.48	2011
292	PE-RCS	Threat	11	Climate_change_and_severe_weather	11.4	Storms_and_flooding	NA	NA	NA	4	2	1	1	2	2	2	6	1	1	2	8	2.16	2	1.60	1.48	2011
293	PE-RCS	Threat	9	Pollution	9.2	Industrial_and_military_effluents	NA	NA	NA	3	2	1	1	1	2	2	6	1	3	3	8	2.16	2	1.60	1.48	2011
294	PE-RCS	Threat	5	Biological_resource_use	5.3	Logging_and_wood_harvesting	3	2	1	NA	2	NA	NA	NA	NA	NA	2	NA	NA	NA	9	2.16	2	1.60	1.48	2011
295	PE-RCS	Threat	4	Transportation_and_service_corridors	4.3	Shipping_lanes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	2.16	2	1.60	1.48	2011
296	PE-RCS	Threat	11	Climate_change_and_severe_weather	11.2	Droughts	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	2.16	2	1.60	1.48	2011
297	PE-RCS	Threat	5	Biological_resource_use	5.3	Logging_and_wood_harvesting	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	2.16	2	1.60	1.48	2011
298	PE-RCS	Threat	8	Invasive_and_other_problematic_species_and_genes	8.1	Invasive_non-native/alien_species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	2.16	2	1.60	1.48	2011
299	PE-RCS	Threat	8	Invasive_and_other_problematic_species_and_genes	8.1	Invasive_non-native/alien_species	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	2.16	2	1.60	1.48	2011
300	PE-RCS	Threat	10	Geological_events	10.3	Avalanches/landslides	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16	2	1.60	1.48	2011
301	PE-RCS	Threat	9	Pollution	9.3	Agricultural_and_forestry_effluents	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16	2	1.60	1.48	2011
302	PE-RCS	Threat	11	Climate_change_and_severe_weather	11.4	Storms_and_flooding	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16	2	1.60	1.48	2011
303	PE-RCS	Factor	6	Natural_factors	NA	NA	4	2	4	NA	4	3	4	NA	NA	4	15	4	4	4	1	2.16	2	1.60	1.48	2011
304	PE-RCS	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.16	2	1.60	1.48	2011
305	PE-RCS	Factor	4	Infrastructure-related_factors	NA	NA	NA	NA	NA	NA	1	3	3	NA	NA	2	9	2	4	2	7	2.16	2	1.60	1.48	2011
306	PE-RCS	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	NA	1	3	3	NA	NA	2	9	2	4	2	7	2.16	2	1.60	1.48	2011
307	PE-RCS	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	NA	1	3	4	NA	NA	2	10	2	4	2	6	2.16	2	1.60	1.48	2011
308	PE-RCS	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	NA	2	3	4	NA	NA	2	11	3	4	3	5	2.16	2	1.60	1.48	2011
